,cue,association,explanation,relation,WorkerId
2754,scared,ghost,most people are scared of ghost.,Emotion-Evaluation,2
2755,scared,ghost,most people are scared of ghost.,Emotion-Evaluation,8
2756,scared,ghost,most people are scared of ghost.,Emotion-Evaluation,5
2757,scared,murder,the residents are scared of the recent murder occurred in the community.,Emotion-Evaluation,4
2758,scared,murder,the residents are scared of the recent murder occurred in the community.,Emotion-Evaluation,5
2759,scared,murder,the residents are scared of the recent murder occurred in the community.,Result-In,3
2760,scared,murder,the residents are scared of the recent murder occurred in the community.,Emotion-Evaluation,8
2761,scout,evaluate,a scout evaluates a players skills.,Function,5
2762,scout,evaluate,a scout evaluates a players skills.,Action,4
2763,scout,evaluate,a scout evaluates a players skills.,Action,7
2764,scout,evaluate,a scout evaluates a players skills.,Function,3
2765,scout,investigate,"when you scout a prospect, you investigate them and their abilities.",Synonym,4
2766,scout,investigate,"when you scout a prospect, you investigate them and their abilities.",Synonym,8
2767,scout,investigate,"when you scout a prospect, you investigate them and their abilities.",Synonym,5
2768,scout,investigate,"when you scout a prospect, you investigate them and their abilities.",Synonym,2
2769,scrap,rid,when you scrap something you get rid of it,Synonym,4
2770,scrap,rid,when you scrap something you get rid of it,Synonym,3
2771,scrap,rid,when you scrap something you get rid of it,Synonym,5
2772,senator,party,a senator belongs to a particular political party.,Category-Exemplar-Pairs,4
2773,senator,party,a senator belongs to a particular political party.,PartOf,5
2774,senator,party,a senator belongs to a particular political party.,PartOf,1
2775,senator,party,a senator belongs to a particular political party.,PartOf,2
2776,senator,party,a senator belongs to a particular political party.,PartOf,7
2777,senator,vote,one-third of the total membership of the senators get voted every two years.,Time,7
2778,senator,vote,one-third of the total membership of the senators get voted every two years.,Action,6
2779,senator,vote,one-third of the total membership of the senators get voted every two years.,Action,5
2780,senator,vote,one-third of the total membership of the senators get voted every two years.,Has-Prerequisite,2
2781,sending,receiving,the opposite of sending something is receiving something.,Antonym,7
2782,sending,receiving,the opposite of sending something is receiving something.,Antonym,6
2783,sending,receiving,the opposite of sending something is receiving something.,Antonym,5
2784,sending,receiving,the opposite of sending something is receiving something.,Antonym,2
2785,series,string,the television series is an interesting string of happenings put together.,PartOf,5
2786,series,string,the television series is an interesting string of happenings put together.,PartOf,6
2787,series,string,the television series is an interesting string of happenings put together.,PartOf,2
2788,shadowy,dark,"in the dark, everything can look shadowy.",HasProperty,10
2789,shadowy,dark,"in the dark, everything can look shadowy.",HasProperty,9
2790,shadowy,dark,"in the dark, everything can look shadowy.",HasProperty,6
2791,shadowy,dark,"in the dark, everything can look shadowy.",HasProperty,8
2792,shadowy,dark,"in the dark, everything can look shadowy.",HasProperty,5
2793,shadowy,dark,"in the dark, everything can look shadowy.",Result-In,3
2794,shady,sneaky,someone who is shady acts sneaky.,Synonym,4
2795,shady,sneaky,someone who is shady acts sneaky.,Synonym,3
2796,shady,sneaky,someone who is shady acts sneaky.,Action,5
2797,shady,sneaky,someone who is shady acts sneaky.,Synonym,8
2798,shady,tree,a tree with lots of leaves is shady.,Result-In,10
2799,shady,tree,a tree with lots of leaves is shady.,Result-In,9
2800,shady,tree,a tree with lots of leaves is shady.,HasProperty,5
2801,shady,tree,a tree with lots of leaves is shady.,Result-In,4
2802,shady,tree,a tree with lots of leaves is shady.,Result-In,8
2803,shady,tree,a tree with lots of leaves is shady.,HasProperty,3
2804,shaker,pepper,pepper is frequently kept in a shaker.,Location,5
2805,shaker,pepper,pepper is frequently kept in a shaker.,Location,4
2806,shaker,pepper,pepper is frequently kept in a shaker.,Location,1
2807,shaker,pepper,pepper is frequently kept in a shaker.,Location,3
2808,shaker,pepper,pepper is frequently kept in a shaker.,Function,7
2809,shape,condition,"the shape an object is in, is the condition of it.",Synonym,4
2810,shape,condition,"the shape an object is in, is the condition of it.",HasProperty,5
2811,shape,condition,"the shape an object is in, is the condition of it.",Synonym,8
2812,shape,condition,"the shape an object is in, is the condition of it.",Synonym,3
2813,shark,teeth,sharks uses their razor sharp teeth to tear through everything,PartOf,10
2814,shark,teeth,the shark had very large teeth.,PartOf,10
2815,shark,teeth,the sharp teeth of the shark.,PartOf,10
2816,shark,teeth,sharks uses their razor sharp teeth to tear through everything,Function,9
2817,shark,teeth,the shark had very large teeth.,HasProperty,9
2818,shark,teeth,the sharp teeth of the shark.,HasProperty,9
2819,shark,teeth,the sharp teeth of the shark.,PartOf,3
2820,shark,teeth,the sharp teeth of the shark.,PartOf,7
2821,shark,teeth,the shark had very large teeth.,HasProperty,5
2822,shark,teeth,the shark had very large teeth.,PartOf,8
2823,shark,teeth,sharks uses their razor sharp teeth to tear through everything,PartOf,8
2824,shark,teeth,the sharp teeth of the shark.,HasProperty,4
2825,shark,teeth,the shark had very large teeth.,HasProperty,4
2826,shark,teeth,sharks uses their razor sharp teeth to tear through everything,Function,5
2827,shark,teeth,sharks uses their razor sharp teeth to tear through everything,Common-Phrase,4
2828,shark,teeth,the sharp teeth of the shark.,HasProperty,5
2829,shark,teeth,sharks uses their razor sharp teeth to tear through everything,PartOf,3
2830,shark,teeth,the shark had very large teeth.,PartOf,3
2831,shrink,sweater,sweaters are known to shrink if not washed properly.,HasProperty,10
2832,shrink,sweater,sweaters are known to shrink if not washed properly.,Action,9
2833,shrink,sweater,sweaters are known to shrink if not washed properly.,HasProperty,6
2834,shrink,sweater,sweaters are known to shrink if not washed properly.,HasProperty,2
2835,shrink,sweater,sweaters are known to shrink if not washed properly.,Action,5
2836,shrink,sweater,sweaters are known to shrink if not washed properly.,Result-In,7
2837,shrivel,wither,"when a flower withers, it shrivels down in size.",Synonym,8
2838,shrivel,wither,"when a flower withers, it shrivels down in size.",Synonym,2
2839,shrivel,wither,"when a flower withers, it shrivels down in size.",Result-In,6
2840,shrivel,wither,"when a flower withers, it shrivels down in size.",Result-In,5
2841,shrubbery,garden,i formal garden has manicured shrubbery.,Location,10
2842,shrubbery,garden,i formal garden has manicured shrubbery.,Location,9
2843,shrubbery,garden,i formal garden has manicured shrubbery.,Location,4
2844,shrubbery,garden,i formal garden has manicured shrubbery.,Location,3
2845,shrubbery,garden,i formal garden has manicured shrubbery.,PartOf,8
2846,signal,indication,a signal is another word for an indication.,Synonym,4
2847,signal,indication,a signal is another word for an indication.,Synonym,8
2848,signal,indication,a signal is another word for an indication.,Synonym,2
2849,signal,indication,a signal is another word for an indication.,Synonym,5
2850,signal,inform,a signal informs people what to do.,Function,7
2851,signal,inform,a signal informs people what to do.,Function,5
2852,signal,inform,a signal informs people what to do.,Function,6
2853,signal,inform,a signal informs people what to do.,Function,2
2854,signal,react,people react to the signal given.,Result-In,8
2855,signal,react,people react to the signal given.,Result-In,2
2856,signal,react,people react to the signal given.,Action,6
2857,signal,react,people react to the signal given.,Action,5
2858,silver,spoon,i have a silver spoon from my grandmother.,Common-Phrase,6
2859,silver,spoon,i have a silver spoon from my grandmother.,HasProperty,7
2860,silver,spoon,i have a silver spoon from my grandmother.,Common-Phrase,3
2861,silver,spoon,i have a silver spoon from my grandmother.,Common-Phrase,5
2862,silver,utensils,utensils are often silver colored.,HasProperty,5
2863,silver,utensils,utensils are often silver colored.,HasProperty,4
2864,silver,utensils,utensils are often silver colored.,HasProperty,3
2865,silver,utensils,utensils are often silver colored.,HasProperty,7
2866,simple,living,my philosophy on living is to keep everything simple.,Thematic,10
2867,simple,living,my philosophy on living is to keep everything simple.,Thematic,9
2868,simple,living,my philosophy on living is to keep everything simple.,Thematic,2
2869,simple,living,my philosophy on living is to keep everything simple.,Emotion-Evaluation,7
2870,simple,living,my philosophy on living is to keep everything simple.,Thematic,5
2871,single,one,a single ice cream cone contains one scoop of ice cream.,Synonym,4
2872,single,one,a single ice cream cone contains one scoop of ice cream.,Synonym,5
2873,single,one,a single ice cream cone contains one scoop of ice cream.,Synonym,8
2874,single,one,a single ice cream cone contains one scoop of ice cream.,Synonym,3
2875,singular,one,singular means there is only one of something.,Synonym,3
2876,singular,one,singular means there is only one of something.,Synonym,7
2877,singular,one,"when you have a singular object, you only have one.",Synonym,4
2878,singular,one,singular means there is only one of something.,Synonym,5
2879,singular,one,"when you have a singular object, you only have one.",Synonym,5
2880,singular,one,singular means there is only one,HasProperty,6
2881,singular,one,singular means there is only one,Synonym,5
2882,singular,one,"when you have a singular object, you only have one.",Synonym,8
2883,singular,one,singular means there is only one,Synonym,8
2884,singular,one,singular means there is only one,Synonym,3
2885,singular,one,"when you have a singular object, you only have one.",Synonym,3
2886,singular,one,singular means there is only one of something.,Synonym,6
2887,sister,daughter,my sister is my mother's daughter.,Members-of-the-same-Category,10
2888,sister,daughter,my sister is my mother's daughter.,Members-of-the-same-Category,9
2889,sister,daughter,my sister is my mother's daughter.,HasProperty,7
2890,sister,daughter,my sister is my mother's daughter.,Category-Exemplar-Pairs,4
2891,sister,daughter,my sister is my mother's daughter.,Members-of-the-same-Category,5
2892,sister,daughter,my sister is my mother's daughter.,Members-of-the-same-Category,3
2893,skill,hobby,some people have skills that they have turned into a hobby.,Result-In,10
2894,skill,hobby,some people have skills that they have turned into a hobby.,Result-In,9
2895,skill,hobby,some people have skills that they have turned into a hobby.,Category-Exemplar-Pairs,4
2896,skill,hobby,some people have skills that they have turned into a hobby.,Has-Prerequisite,2
2897,skill,hobby,some people have skills that they have turned into a hobby.,Result-In,7
2898,skill,hobby,some people have skills that they have turned into a hobby.,Material-MadeOf,5
2899,skill,sports,some people have a high level of skill in sports.,Category-Exemplar-Pairs,10
2900,skill,sports,some people have a high level of skill in sports.,Thematic,9
2901,skill,sports,some people have a high level of skill in sports.,Thematic,4
2902,skill,sports,some people have a high level of skill in sports.,Has-Prerequisite,7
2903,skill,sports,some people have a high level of skill in sports.,Thematic,3
2904,skill,sports,some people have a high level of skill in sports.,HasProperty,5
2905,skunk,smell,skunks are known for creating terrible smells,HasProperty,10
2906,skunk,smell,skunks are known for creating terrible smells,HasProperty,9
2907,skunk,smell,"when a skunk sprays a person or object, the smell is strong.",HasProperty,3
2908,skunk,smell,the smell of the skunk spray was overwhelming outside.,HasProperty,8
2909,skunk,smell,skunks smell bad when they spray.,HasProperty,5
2910,skunk,smell,skunks smell bad when they spray.,HasProperty,8
2911,skunk,smell,"when a skunk sprays a person or object, the smell is strong.",HasProperty,4
2912,skunk,smell,the smell of a skunk is one of the worst odors.,HasProperty,5
2913,skunk,smell,skunks are known for creating terrible smells,HasProperty,5
2914,skunk,smell,"when a skunk sprays a person or object, the smell is strong.",HasProperty,5
2915,skunk,smell,"when a skunk sprays a person or object, the smell is strong.",HasProperty,8
2916,skunk,smell,the smell of the skunk spray was overwhelming outside.,HasProperty,6
2917,skunk,smell,skunks smell bad when they spray.,HasProperty,3
2918,skunk,smell,"oddly enough, the skunk didn't smell.",HasProperty,3
2919,skunk,smell,the smell of the skunk spray was overwhelming outside.,HasProperty,3
2920,skunk,smell,skunks smell bad when they spray.,HasProperty,6
2921,skunk,smell,the smell of a skunk is one of the worst odors.,HasProperty,3
2922,skunk,smell,the smell of the skunk spray was overwhelming outside.,HasProperty,5
2923,skunk,smell,"oddly enough, the skunk didn't smell.",HasProperty,8
2924,skunk,smell,skunks are known for creating terrible smells,HasProperty,8
2925,skunk,smell,skunks are known for creating terrible smells,HasProperty,4
2926,skunk,smell,the smell of a skunk is one of the worst odors.,Category-Exemplar-Pairs,4
2927,skunk,smell,the smell of a skunk is one of the worst odors.,HasProperty,7
2928,skunk,smell,skunks are known for creating terrible smells,HasProperty,3
2929,skunk,smell,"oddly enough, the skunk didn't smell.",HasProperty,6
2930,sling,long,a sling is a long strap used to support a weight.,HasProperty,5
2931,sling,long,a sling is a long strap used to support a weight.,Function,7
2932,sling,long,a sling is a long strap used to support a weight.,HasProperty,4
2933,sling,long,a sling is a long strap used to support a weight.,HasProperty,3
2934,sling,support,i use an arm sling to support my broken arm.,Function,5
2935,sling,support,i use an arm sling to support my broken arm.,Function,6
2936,sling,support,i use an arm sling to support my broken arm.,Function,8
2937,sling,support,i use an arm sling to support my broken arm.,Function,2
2938,soldier,billy,"""one tin soldier"" was the theme song for the movie ""billy jack.""",Thematic,10
2939,soldier,billy,"""one tin soldier"" was the theme song for the movie ""billy jack.""",Thematic,9
2940,soldier,billy,"""one tin soldier"" was the theme song for the movie ""billy jack.""",Thematic,7
2941,soldier,billy,"""one tin soldier"" was the theme song for the movie ""billy jack.""",Function,5
2942,soldier,billy,"""one tin soldier"" was the theme song for the movie ""billy jack.""",HasProperty,6
2943,soldier,fighter,soldiers are trained fighters for war.,Category-Exemplar-Pairs,10
2944,soldier,fighter,soldiers are trained fighters for war.,Category-Exemplar-Pairs,9
2945,soldier,fighter,soldiers are trained fighters for war.,Function,8
2946,soldier,fighter,soldiers are trained fighters for war.,Synonym,4
2947,soldier,fighter,soldiers are trained fighters for war.,Synonym,2
2948,soldier,fighter,soldiers are trained fighters for war.,Function,5
2949,soldier,tomb,the tomb of the unknown soldier is in arlington national cemetery.,Location,4
2950,soldier,tomb,the tomb of the unknown soldier is in arlington national cemetery.,Location,5
2951,soldier,tomb,the tomb of the unknown soldier is in arlington national cemetery.,Thematic,3
2952,soldier,tomb,the tomb of the unknown soldier is in arlington national cemetery.,Location,7
2953,space,stars,i'm sure being in space means you get to see a bunch of stars.,Location,10
2954,space,stars,space has a lot of stars in it.,PartOf,10
2955,space,stars,space is like the house for stars.,PartOf,10
2956,space,stars,the space is full with stars.,PartOf,10
2957,space,stars,i'm sure being in space means you get to see a bunch of stars.,Location,9
2958,space,stars,space has a lot of stars in it.,Location,9
2959,space,stars,space is like the house for stars.,Location,9
2960,space,stars,the space is full with stars.,Location,9
2961,space,stars,i'm sure being in space means you get to see a bunch of stars.,PartOf,3
2962,space,stars,space is like the house for stars.,Location,8
2963,space,stars,space has a lot of stars in it.,PartOf,5
2964,space,stars,space has a lot of stars in it.,Location,8
2965,space,stars,the space is full with stars.,PartOf,5
2966,space,stars,space is like the house for stars.,PartOf,5
2967,space,stars,i'm sure being in space means you get to see a bunch of stars.,Result-In,5
2968,space,stars,i'm sure being in space means you get to see a bunch of stars.,Location,8
2969,space,stars,i'm sure being in space means you get to see a bunch of stars.,Location,6
2970,space,stars,space has a lot of stars in it.,Location,6
2971,space,stars,space is like the house for stars.,PartOf,3
2972,space,stars,the space is full with stars.,Location,7
2973,space,stars,the space is full with stars.,PartOf,3
2974,space,stars,space has a lot of stars in it.,PartOf,3
2975,space,stars,the space is full with stars.,HasProperty,6
2976,space,stars,space is like the house for stars.,Function,6
2977,spare,change,coins are often called spare change.,Common-Phrase,6
2978,spare,change,coins are often called spare change.,Common-Phrase,8
2979,spare,change,coins are often called spare change.,Common-Phrase,5
2980,spare,change,coins are often called spare change.,Common-Phrase,2
2981,spare,tire,a spare tire is a common thing in a car.,Common-Phrase,10
2982,spare,tire,you need to have a spare tire for your car.,Common-Phrase,10
2983,spare,tire,a spare tire is a common thing in a car.,Common-Phrase,9
2984,spare,tire,you need to have a spare tire for your car.,Common-Phrase,9
2985,spare,tire,i care a spare tire in case of a blow out.,Common-Phrase,3
2986,spare,tire,i used my spare tire when i got a flat driving my car yesterday.,Common-Phrase,8
2987,spare,tire,he was lucky he had a spare tire.,Common-Phrase,4
2988,spare,tire,you need to have a spare tire for your car.,Common-Phrase,7
2989,spare,tire,i used my spare tire when i got a flat driving my car yesterday.,Action,5
2990,spare,tire,i used my spare tire when i got a flat driving my car yesterday.,Common-Phrase,4
2991,spare,tire,i care a spare tire in case of a blow out.,Action,5
2992,spare,tire,a spare tire is a common thing in a car.,PartOf,5
2993,spare,tire,a spare tire is a common thing in a car.,Common-Phrase,4
2994,spare,tire,i care a spare tire in case of a blow out.,Common-Phrase,4
2995,spare,tire,he was lucky he had a spare tire.,Common-Phrase,8
2996,spare,tire,you need to have a spare tire for your car.,Category-Exemplar-Pairs,5
2997,spare,tire,i care a spare tire in case of a blow out.,Common-Phrase,8
2998,spare,tire,you need to have a spare tire for your car.,Common-Phrase,3
2999,spare,tire,a spare tire is a common thing in a car.,Common-Phrase,3
3000,spare,tire,i used my spare tire when i got a flat driving my car yesterday.,Common-Phrase,3
3001,spare,tire,a spare tire is a common thing in a car.,PartOf,7
3002,spare,tire,he was lucky he had a spare tire.,Common-Phrase,3
3003,spare,tire,he was lucky he had a spare tire.,Common-Phrase,5
3004,special,interesting,if something is special then it's often interesting.,Result-In,2
3005,special,interesting,if something is special then it's often interesting.,Synonym,1
3006,special,interesting,if something is special then it's often interesting.,Synonym,4
3007,special,interesting,if something is special then it's often interesting.,Synonym,5
3008,special,interesting,if something is special then it's often interesting.,Has-Prerequisite,7
3009,special,unique,something that is special is usually unique.,Synonym,4
3010,special,unique,something that is special is usually unique.,Synonym,8
3011,special,unique,something that is special is usually unique.,Synonym,2
3012,special,unique,something that is special is usually unique.,Synonym,5
3013,speed,time,speed and time have an inverse relationship.,Common-Phrase,10
3014,speed,time,speed and time have an inverse relationship.,Thematic,9
3015,speed,time,speed and time have an inverse relationship.,Result-In,6
3016,speed,time,speed and time have an inverse relationship.,Thematic,7
3017,speed,time,speed and time have an inverse relationship.,PartOf,2
3018,speed,time,speed and time have an inverse relationship.,Members-of-the-same-Category,5
3019,spotted,leopard,a leopard is a spotted big cat.,HasProperty,4
3020,spotted,leopard,a leopard is a spotted big cat.,HasProperty,8
3021,spotted,leopard,a leopard is a spotted big cat.,HasProperty,3
3022,spotted,leopard,a leopard is a spotted big cat.,HasProperty,5
3023,staff,employed,staff is the people employed by a particular organization.,Synonym,10
3024,staff,employed,staff is the people employed by a particular organization.,Members-of-the-same-Category,9
3025,staff,employed,staff is the people employed by a particular organization.,PartOf,7
3026,staff,employed,staff is the people employed by a particular organization.,Thematic,6
3027,staff,employed,staff is the people employed by a particular organization.,Has-Prerequisite,3
3028,staff,employed,staff is the people employed by a particular organization.,Members-of-the-same-Category,5
3029,stairs,floors,the stairs take you to different floors in the house.,Function,5
3030,stairs,floors,the stairs take you to different floors in the house.,PartOf,6
3031,stairs,floors,the stairs take you to different floors in the house.,Function,3
3032,stall,car,if you don't shift correctly then your car can stall.,Action,4
3033,stall,car,if you don't shift correctly then your car can stall.,Action,3
3034,stall,car,if you don't shift correctly then your car can stall.,Action,8
3035,stance,posture,having a good stance is the same as having good posture.,Synonym,2
3036,stance,posture,having a good stance is the same as having good posture.,Synonym,6
3037,stance,posture,having a good stance is the same as having good posture.,Synonym,8
3038,stance,socks,stance is a company that makes their own socks and other undergarments.,Thematic,10
3039,stance,socks,stance is a company that makes their own socks and other undergarments.,Function,5
3040,stance,socks,stance is a company that makes their own socks and other undergarments.,Action,4
3041,stance,socks,stance is a company that makes their own socks and other undergarments.,PartOf,7
3042,stance,socks,stance is a company that makes their own socks and other undergarments.,Function,2
3043,standing,feet,my feet hurt when i've been standing for a long time.,Function,4
3044,standing,feet,my feet hurt when i've been standing for a long time.,Result-In,7
3045,standing,feet,my feet hurt when i've been standing for a long time.,Result-In,5
3046,standing,feet,my feet hurt when i've been standing for a long time.,Result-In,3
3047,standing,posture,"when someone is standing, their posture can be observed.",Result-In,10
3048,standing,posture,"when someone is standing, their posture can be observed.",Result-In,9
3049,standing,posture,"when someone is standing, their posture can be observed.",Action,8
3050,standing,posture,"when someone is standing, their posture can be observed.",Has-Prerequisite,5
3051,standing,posture,"when someone is standing, their posture can be observed.",Category-Exemplar-Pairs,6
3052,standing,posture,"when someone is standing, their posture can be observed.",PartOf,3
3053,starting,first,i will be starting first thing in the morning.,Common-Phrase,10
3054,starting,first,starting is what needs to be done first before other steps of the process,Time,10
3055,starting,first,they first pray to god when starting the ceremony.,Synonym,10
3056,starting,first,i will be starting first thing in the morning.,Time,9
3057,starting,first,starting is what needs to be done first before other steps of the process,Has-Prerequisite,9
3058,starting,first,they first pray to god when starting the ceremony.,Time,9
3059,starting,first,starting is what needs to be done first before other steps of the process,Thematic,3
3060,starting,first,they first pray to god when starting the ceremony.,Synonym,4
3061,starting,first,they first pray to god when starting the ceremony.,Has-Prerequisite,5
3062,starting,first,i will be starting first thing in the morning.,Common-Phrase,5
3063,starting,first,starting is what needs to be done first before other steps of the process,HasProperty,6
3064,starting,first,i will be starting first thing in the morning.,Time,3
3065,starting,first,they first pray to god when starting the ceremony.,Time,3
3066,starting,first,they first pray to god when starting the ceremony.,Time,7
3067,starting,first,starting is what needs to be done first before other steps of the process,Has-Prerequisite,7
3068,starting,first,i will be starting first thing in the morning.,Time,7
3069,starting,first,starting is what needs to be done first before other steps of the process,Category-Exemplar-Pairs,5
3070,starting,first,i will be starting first thing in the morning.,Common-Phrase,6
3071,starting,show,the show will be starting.,Action,4
3072,starting,show,the show will be starting.,Time,1
3073,starting,show,the show will be starting.,Action,5
3074,starting,show,the show will be starting.,Time,8
3075,starting,show,the show will be starting.,Action,3
3076,steady,endurance,running at a steady pace shows that you have endurance.,Has-Prerequisite,10
3077,steady,endurance,running at a steady pace shows that you have endurance.,Has-Prerequisite,9
3078,steady,endurance,running at a steady pace shows that you have endurance.,Result-In,7
3079,steady,endurance,running at a steady pace shows that you have endurance.,Has-Prerequisite,2
3080,steady,endurance,running at a steady pace shows that you have endurance.,Category-Exemplar-Pairs,4
3081,steady,endurance,running at a steady pace shows that you have endurance.,HasProperty,5
3082,steady,race,moving at a steady pace is a good method for running a race.,Action,5
3083,steady,race,moving at a steady pace is a good method for running a race.,Action,4
3084,steady,race,moving at a steady pace is a good method for running a race.,Thematic,2
3085,steady,race,moving at a steady pace is a good method for running a race.,Action,8
3086,steady,stable,"when someone is steady, they are stable on their feet.",Synonym,4
3087,steady,stable,"when someone is steady, they are stable on their feet.",Synonym,5
3088,steady,stable,"when someone is steady, they are stable on their feet.",Synonym,8
3089,steady,stable,"when someone is steady, they are stable on their feet.",Synonym,3
3090,stick,match,matches are usually in stick form.,HasProperty,7
3091,stick,match,matches are usually in stick form.,HasProperty,5
3092,stick,match,matches are usually in stick form.,HasProperty,4
3093,stick,match,matches are usually in stick form.,HasProperty,3
3094,store,purchase,you can purchase many things in a store.,Location,4
3095,store,purchase,you can purchase many things in a store.,Location,7
3096,store,purchase,you can purchase many things in a store.,Location,5
3097,store,purchase,you can purchase many things in a store.,Location,3
3098,story,author,authors write stories for a living.,Function,5
3099,story,author,authors write stories for a living.,Action,4
3100,story,author,authors write stories for a living.,Function,8
3101,story,author,authors write stories for a living.,Function,2
3102,story,multiple,a building can have multiple stories,Common-Phrase,8
3103,story,multiple,a building can have multiple stories,Common-Phrase,5
3104,story,multiple,a building can have multiple stories,Common-Phrase,4
3105,story,multiple,a building can have multiple stories,HasProperty,2
3106,strand,thread,a strand of thread is used for sewing.,Thematic,10
3107,strand,thread,a strand of thread is used for sewing.,PartOf,9
3108,strand,thread,a strand of thread is used for sewing.,Common-Phrase,6
3109,strand,thread,a strand of thread is used for sewing.,PartOf,7
3110,strand,thread,a strand of thread is used for sewing.,Material-MadeOf,3
3111,strategic,calculated,a strategic plan is careful calculated.,Synonym,7
3112,strategic,calculated,a strategic plan is careful calculated.,Synonym,4
3113,strategic,calculated,a strategic plan is careful calculated.,Synonym,2
3114,strategic,calculated,a strategic plan is careful calculated.,Action,5
3115,strategic,tactical,a strategic plan should be very tactical.,Synonym,6
3116,strategic,tactical,a strategic plan should be very tactical.,Synonym,8
3117,strategic,tactical,a strategic plan should be very tactical.,HasProperty,5
3118,strategic,tactical,a strategic plan should be very tactical.,Synonym,2
3119,summer,hot,in the summer it gets hot.,HasProperty,10
3120,summer,hot,it is usually hot in the summer time,HasProperty,10
3121,summer,hot,in the summer it gets hot.,HasProperty,9
3122,summer,hot,it is usually hot in the summer time,HasProperty,9
3123,summer,hot,it is usually hot in the summer time,HasProperty,7
3124,summer,hot,in the summer it gets hot.,HasProperty,8
3125,summer,hot,in summer it gets hot.,HasProperty,8
3126,summer,hot,summer is always very hot.,HasProperty,4
3127,summer,hot,in the summer it gets hot.,Time,4
3128,summer,hot,in summer it gets hot.,HasProperty,5
3129,summer,hot,summer is always very hot.,HasProperty,8
3130,summer,hot,in the summer it gets hot.,HasProperty,3
3131,summer,hot,it is usually hot in the summer time,HasProperty,3
3132,summer,hot,summer is always very hot.,HasProperty,5
3133,summer,hot,in summer it gets hot.,HasProperty,4
3134,summer,hot,in summer it gets hot.,HasProperty,3
3135,summer,hot,in the summer it gets hot.,HasProperty,5
3136,summer,hot,it is usually hot in the summer time,HasProperty,5
3137,summer,hot,summer is always very hot.,HasProperty,3
3138,summer,hot,it is usually hot in the summer time,Synonym,6
3139,support,politician,you can support a politician by putting a yard sign in your yard.,Action,7
3140,support,politician,you can support a politician by putting a yard sign in your yard.,Action,6
3141,support,politician,you can support a politician by putting a yard sign in your yard.,Action,3
3142,support,politician,you can support a politician by putting a yard sign in your yard.,Action,5
3143,supportive,helpful,being helpful to show you are supportive of a friend is great.,Emotion-Evaluation,3
3144,supportive,helpful,being helpful to show you are supportive of a friend is great.,Synonym,6
3145,supportive,helpful,being helpful to show you are supportive of a friend is great.,Synonym,8
3146,surpass,beyond,surpassing somebody means going beyond their ability.,Result-In,7
3147,surpass,beyond,we surpassed our goal beyond our biggest hopes.,Synonym,3
3148,surpass,beyond,when you surpass a barrier you go beyond it.,Synonym,5
3149,surpass,beyond,when you surpass a barrier you go beyond it.,Synonym,4
3150,surpass,beyond,we surpassed our goal beyond our biggest hopes.,Synonym,4
3151,surpass,beyond,surpassing somebody means going beyond their ability.,Synonym,4
3152,surpass,beyond,when you surpass a barrier you go beyond it.,Synonym,3
3153,surpass,beyond,surpassing somebody means going beyond their ability.,Synonym,3
3154,surpass,beyond,surpassing somebody means going beyond their ability.,Synonym,5
3155,surpass,beyond,we surpassed our goal beyond our biggest hopes.,Synonym,8
3156,surpass,beyond,when you surpass a barrier you go beyond it.,Result-In,7
3157,surpass,excel,"when a person surpasses what they're are supposed to do, they excel.",Result-In,5
3158,surpass,excel,"when a person surpasses what they're are supposed to do, they excel.",Synonym,6
3159,surpass,excel,"when a person surpasses what they're are supposed to do, they excel.",Synonym,2
3160,surprise,birthday,people like to surprise their loved ones with a party on their birthday.,Time,10
3161,surprise,birthday,people like to surprise their loved ones with a party on their birthday.,Time,9
3162,surprise,birthday,people like to surprise their loved ones with a party on their birthday.,Time,7
3163,surprise,birthday,people like to surprise their loved ones with a party on their birthday.,Emotion-Evaluation,2
3164,surprise,birthday,people like to surprise their loved ones with a party on their birthday.,Thematic,6
3165,surprise,birthday,people like to surprise their loved ones with a party on their birthday.,Time,5
3166,sweet,caroline,"neil diamond had a huge hit with the song ""sweet caroline.""",Common-Phrase,4
3167,sweet,caroline,"neil diamond had a huge hit with the song ""sweet caroline.""",Common-Phrase,3
3168,sweet,caroline,"neil diamond had a huge hit with the song ""sweet caroline.""",Common-Phrase,8
3169,sweet,caroline,"neil diamond had a huge hit with the song ""sweet caroline.""",Common-Phrase,5
3170,tablet,ipad,the ipad is one of the most popular tablets.,Category-Exemplar-Pairs,6
3171,tablet,ipad,the ipad is one of the most popular tablets.,Category-Exemplar-Pairs,5
3172,tablet,ipad,the ipad is one of the most popular tablets.,Category-Exemplar-Pairs,7
3173,tablet,ipad,the ipad is one of the most popular tablets.,Category-Exemplar-Pairs,2
3174,tactful,conversation,when having a conversation you have to be tactful with your words so you don't hurt anyone's feelings.,Action,5
3175,tactful,conversation,when having a conversation you have to be tactful with your words so you don't hurt anyone's feelings.,Has-Prerequisite,4
3176,tactful,conversation,when having a conversation you have to be tactful with your words so you don't hurt anyone's feelings.,Action,7
3177,tactful,conversation,when having a conversation you have to be tactful with your words so you don't hurt anyone's feelings.,HasProperty,2
3178,tactful,words,"when trying to be tactful, you need to choose your words carefully.",Has-Prerequisite,2
3179,tactful,words,"when trying to be tactful, you need to choose your words carefully.",Has-Prerequisite,4
3180,tactful,words,"when trying to be tactful, you need to choose your words carefully.",Has-Prerequisite,5
